Page URL,Status,Issue Type,WCAG Level,Category,Description,Impact,Node
"https://shopsatpalmdesert.com/stores/destination-xl",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/destination-xl",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/destination-xl",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/destination-xl",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/destination-xl",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/destination-xl",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/destination-xl",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/destination-xl",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/dicks-sporting-goods",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/dicks-sporting-goods",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/dicks-sporting-goods",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/dicks-sporting-goods",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/dicks-sporting-goods",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/dicks-sporting-goods",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/dicks-sporting-goods",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/dicks-sporting-goods",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/dm-shapewear",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/dm-shapewear",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/dm-shapewear",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/dm-shapewear",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/dm-shapewear",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/dm-shapewear",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/dm-shapewear",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/dm-shapewear",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/docs-barbershop",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/docs-barbershop",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/docs-barbershop",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/docs-barbershop",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/docs-barbershop",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/docs-barbershop",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/docs-barbershop",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/docs-barbershop",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/don-roberto-jewelers",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/don-roberto-jewelers",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/don-roberto-jewelers",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/don-roberto-jewelers",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/don-roberto-jewelers",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/don-roberto-jewelers",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/don-roberto-jewelers",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/don-roberto-jewelers",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/elite-cosmetology",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/elite-cosmetology",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/elite-cosmetology",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/elite-cosmetology",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/elite-cosmetology",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/elite-cosmetology",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/elite-cosmetology",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/elite-cosmetology",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/expert-repairs",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/expert-repairs",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/expert-repairs",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/expert-repairs",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/expert-repairs",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/expert-repairs",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/expert-repairs",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/expert-repairs",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/express",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/express",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/express",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/express",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/express",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/express",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/express",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/express",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/f-21-red",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/f-21-red",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/f-21-red",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/f-21-red",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/f-21-red",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/f-21-red",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/f-21-red",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/f-21-red",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/family-ymca-of-the-desert",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/family-ymca-of-the-desert",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/family-ymca-of-the-desert",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/family-ymca-of-the-desert",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/family-ymca-of-the-desert",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/family-ymca-of-the-desert",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/family-ymca-of-the-desert",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/family-ymca-of-the-desert",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/fanzz",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/fanzz",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/fanzz",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/fanzz",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/fanzz",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/fanzz",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/fanzz",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/fanzz",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/fast-fix-jewelry-watch",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/fast-fix-jewelry-watch",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/fast-fix-jewelry-watch",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/fast-fix-jewelry-watch",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/fast-fix-jewelry-watch",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/fast-fix-jewelry-watch",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/fast-fix-jewelry-watch",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/fast-fix-jewelry-watch",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/fiesta-party",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/fiesta-party",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/fiesta-party",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/fiesta-party",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/fiesta-party",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/fiesta-party",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/fiesta-party",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/fiesta-party",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/finish-line",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/finish-line",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/finish-line",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/finish-line",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/finish-line",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/finish-line",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/finish-line",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/finish-line",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/flat-black-art-supply",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/flat-black-art-supply",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/flat-black-art-supply",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/flat-black-art-supply",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/flat-black-art-supply",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/flat-black-art-supply",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/flat-black-art-supply",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/flat-black-art-supply",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/game-stop",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/game-stop",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/game-stop",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/game-stop",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/game-stop",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/game-stop",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/game-stop",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/game-stop",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/h-m",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/h-m",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/h-m",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/h-m",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/h-m",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/h-m",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/h-m",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/h-m",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/hollister",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/hollister",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/hollister",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/hollister",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/hollister",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/hollister",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/hollister",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/hollister",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/hope-diamond",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/hope-diamond",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/hope-diamond",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/hope-diamond",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/hope-diamond",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/hope-diamond",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/hope-diamond",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/hope-diamond",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/hot-dog-on-a-stick",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/hot-dog-on-a-stick",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/hot-dog-on-a-stick",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/hot-dog-on-a-stick",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/hot-dog-on-a-stick",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/hot-dog-on-a-stick",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/hot-dog-on-a-stick",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/hot-dog-on-a-stick",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/hot-topic",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/hot-topic",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/hot-topic",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/hot-topic",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/hot-topic",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/hot-topic",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/hot-topic",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/hot-topic",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/house-of-fashion",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/house-of-fashion",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/house-of-fashion",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/house-of-fashion",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/house-of-fashion",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/house-of-fashion",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/house-of-fashion",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/house-of-fashion",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/jamba-juice",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/jamba-juice",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/jamba-juice",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/jamba-juice",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/jamba-juice",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/jamba-juice",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/jamba-juice",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/jamba-juice",301,"violations",Level AA,Operable,"Ensure all skip links have a focusable target",moderate,".skip-link"
"https://shopsatpalmdesert.com/stores/jc-penney",301,"violations",Level A,Perceivable,"Ensure <img> elements have alternative text or a role of none or presentation",critical,"img[decoding=""async""]"
"https://shopsatpalmdesert.com/stores/jc-penney",301,"violations",Level AA,Error,"Ensure the document has at most one contentinfo landmark",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/jc-penney",301,"violations",Level AA,Error,"Ensure the document has a main landmark",moderate,"html"
"https://shopsatpalmdesert.com/stores/jc-penney",301,"violations",Level AA,Error,"Ensure landmarks are unique",moderate,".elementor-element-d947910"
"https://shopsatpalmdesert.com/stores/jc-penney",301,"violations",Level A,Operable,"Ensure links have discernible text",serious,"a[href$=""shopsatpalmdesert.com""]"
"https://shopsatpalmdesert.com/stores/jc-penney",301,"violations",Level AA,Error,"Ensure that the page; or at least one of its frames contains a level-one heading",moderate,"html"
"https://shopsatpalmdesert.com/stores/jc-penney",301,"violations",Level AA,Operable,"Ensure all page content is contained by landmarks",moderate,".skip-link"
